week_index,week_label,week_start_2019_20,diagnosis,season,n,asr
32,8-14 September,2020-04-05,COPD with acute exacerbation,2018-19,96.0,2.07
32,8-14 September,2020-04-05,COPD with acute exacerbation,2019-20,81.0,1.7
33,15-21 September,2020-04-12,Diseases of the respiratory system,2017-18,2984.0,74.56
33,15-21 September,2020-04-12,Diseases of the respiratory system,2018-19,2551.0,63.08
33,15-21 September,2020-04-12,Diseases of the respiratory system,2019-20,2664.0,65.63
33,15-21 September,2020-04-12,Asthma,2017-18,205.0,5.31
33,15-21 September,2020-04-12,Asthma,2018-19,222.0,5.73
33,15-21 September,2020-04-12,Asthma,2019-20,226.0,5.8
33,15-21 September,2020-04-12,Cardiovascular diseases,2017-18,889.0,20.43
33,15-21 September,2020-04-12,Cardiovascular diseases,2018-19,776.0,17.76
33,15-21 September,2020-04-12,Cardiovascular diseases,2019-20,796.0,17.57
33,15-21 September,2020-04-12,Acute myocardial infarction,2017-18,145.0,3.25
33,15-21 September,2020-04-12,Acute myocardial infarction,2018-19,141.0,3.21
33,15-21 September,2020-04-12,Acute myocardial infarction,2019-20,175.0,3.88
33,15-21 September,2020-04-12,Cerebrovascular diseases,2017-18(x),84.0,1.87
33,15-21 September,2020-04-12,Cerebrovascular diseases,2018-19,163.0,3.57
33,15-21 September,2020-04-12,Cerebrovascular diseases,2019-20,160.0,3.48
33,15-21 September,2020-04-12,Mental and behavioural disorders,2017-18,985.0,25.91
33,15-21 September,2020-04-12,Mental and behavioural disorders,2018-19,1100.0,28.42
33,15-21 September,2020-04-12,Mental and behavioural disorders,2019-20,1102.0,28.17
33,15-21 September,2020-04-12,Dehydration,2017-18,75.0,1.83
33,15-21 September,2020-04-12,Dehydration,2018-19,51.0,1.19
33,15-21 September,2020-04-12,Dehydration,2019-20,64.0,1.51
33,15-21 September,2020-04-12,Chest pain,2017-18,1110.0,27.36
33,15-21 September,2020-04-12,Chest pain,2018-19,1136.0,27.58
33,15-21 September,2020-04-12,Chest pain,2019-20,1320.0,31.54
33,15-21 September,2020-04-12,Abnormalities of breathing,2017-18,334.0,8.02
33,15-21 September,2020-04-12,Abnormalities of breathing,2018-19,366.0,8.75
33,15-21 September,2020-04-12,Abnormalities of breathing,2019-20,404.0,9.53
33,15-21 September,2020-04-12,COPD with acute exacerbation,2017-18,82.0,1.84
33,15-21 September,2020-04-12,COPD with acute exacerbation,2018-19,94.0,2.08
33,15-21 September,2020-04-12,COPD with acute exacerbation,2019-20,87.0,1.87
34,22-28 September,2020-04-19,Diseases of the respiratory system,2017-18,2834.0,70.64
34,22-28 September,2020-04-19,Diseases of the respiratory system,2018-19,2478.0,61.64
34,22-28 September,2020-04-19,Diseases of the respiratory system,2019-20,2581.0,63.68
34,22-28 September,2020-04-19,Asthma,2017-18,212.0,5.52
34,22-28 September,2020-04-19,Asthma,2018-19,242.0,6.29
34,22-28 September,2020-04-19,Asthma,2019-20,201.0,5.18
34,22-28 September,2020-04-19,Cardiovascular diseases,2017-18,830.0,19.14
34,22-28 September,2020-04-19,Cardiovascular diseases,2018-19,753.0,17.05
34,22-28 September,2020-04-19,Cardiovascular diseases,2019-20,769.0,17.08
34,22-28 September,2020-04-19,Acute myocardial infarction,2017-18,119.0,2.69
34,22-28 September,2020-04-19,Acute myocardial infarction,2018-19,163.0,3.65
34,22-28 September,2020-04-19,Acute myocardial infarction,2019-20,141.0,3.14
34,22-28 September,2020-04-19,Cerebrovascular diseases,2017-18(x),72.0,1.64
34,22-28 September,2020-04-19,Cerebrovascular diseases,2018-19,165.0,3.67
34,22-28 September,2020-04-19,Cerebrovascular diseases,2019-20,149.0,3.37
34,22-28 September,2020-04-19,Mental and behavioural disorders,2017-18,923.0,24.16
34,22-28 September,2020-04-19,Mental and behavioural disorders,2018-19,1069.0,27.83
34,22-28 September,2020-04-19,Mental and behavioural disorders,2019-20,1139.0,29.19
34,22-28 September,2020-04-19,Dehydration,2017-18,82.0,1.98
34,22-28 September,2020-04-19,Dehydration,2018-19,60.0,1.45
34,22-28 September,2020-04-19,Dehydration,2019-20,48.0,1.13
34,22-28 September,2020-04-19,Chest pain,2017-18,1066.0,26.49
34,22-28 September,2020-04-19,Chest pain,2018-19,1137.0,27.71
34,22-28 September,2020-04-19,Chest pain,2019-20,1300.0,31.04
34,22-28 September,2020-04-19,Abnormalities of breathing,2017-18,327.0,7.87
34,22-28 September,2020-04-19,Abnormalities of breathing,2018-19,359.0,8.65
34,22-28 September,2020-04-19,Abnormalities of breathing,2019-20,431.0,10.12
34,22-28 September,2020-04-19,COPD with acute exacerbation,2017-18,79.0,1.79
34,22-28 September,2020-04-19,COPD with acute exacerbation,2018-19,89.0,1.98
34,22-28 September,2020-04-19,COPD with acute exacerbation,2019-20,93.0,1.96
35,29 September-5 October,2020-04-26,Diseases of the respiratory system,2017-18,2638.0,65.76
35,29 September-5 October,2020-04-26,Diseases of the respiratory system,2018-19,2607.0,64.7
35,29 September-5 October,2020-04-26,Diseases of the respiratory system,2019-20,2613.0,64.01
35,29 September-5 October,2020-04-26,Asthma,2017-18,185.0,4.77
35,29 September-5 October,2020-04-26,Asthma,2018-19,238.0,6.14
35,29 September-5 October,2020-04-26,Asthma,2019-20,202.0,5.18
35,29 September-5 October,2020-04-26,Cardiovascular diseases,2017-18,838.0,19.39
35,29 September-5 October,2020-04-26,Cardiovascular diseases,2018-19,751.0,17.23
35,29 September-5 October,2020-04-26,Cardiovascular diseases,2019-20,809.0,18.0
35,29 September-5 October,2020-04-26,Acute myocardial infarction,2017-18,117.0,2.73
35,29 September-5 October,2020-04-26,Acute myocardial infarction,2018-19,136.0,3.25
35,29 September-5 October,2020-04-26,Acute myocardial infarction,2019-20,163.0,3.6
35,29 September-5 October,2020-04-26,Cerebrovascular diseases,2017-18(x),73.0,1.67
35,29 September-5 October,2020-04-26,Cerebrovascular diseases,2018-19,157.0,3.55
35,29 September-5 October,2020-04-26,Cerebrovascular diseases,2019-20,139.0,3.04
35,29 September-5 October,2020-04-26,Mental and behavioural disorders,2017-18,953.0,25.01
35,29 September-5 October,2020-04-26,Mental and behavioural disorders,2018-19,1085.0,28.11
35,29 September-5 October,2020-04-26,Mental and behavioural disorders,2019-20,1057.0,26.96
35,29 September-5 October,2020-04-26,Dehydration,2017-18,80.0,1.97
35,29 September-5 October,2020-04-26,Dehydration,2018-19,43.0,1.02
35,29 September-5 October,2020-04-26,Dehydration,2019-20,63.0,1.48
35,29 September-5 October,2020-04-26,Chest pain,2017-18,1079.0,26.45
35,29 September-5 October,2020-04-26,Chest pain,2018-19,1055.0,25.77
35,29 September-5 October,2020-04-26,Chest pain,2019-20,1188.0,28.4
35,29 September-5 October,2020-04-26,Abnormalities of breathing,2017-18,333.0,8.1
35,29 September-5 October,2020-04-26,Abnormalities of breathing,2018-19,351.0,8.52
35,29 September-5 October,2020-04-26,Abnormalities of breathing,2019-20,427.0,9.96
35,29 September-5 October,2020-04-26,COPD with acute exacerbation,2017-18,61.0,1.37
35,29 September-5 October,2020-04-26,COPD with acute exacerbation,2018-19,97.0,2.15
35,29 September-5 October,2020-04-26,COPD with acute exacerbation,2019-20,81.0,1.68
36,6-12 October,2020-05-03,Diseases of the respiratory system,2017-18,2095.0,52.03
36,6-12 October,2020-05-03,Diseases of the respiratory system,2018-19,2246.0,55.41
36,6-12 October,2020-05-03,Diseases of the respiratory system,2019-20,2451.0,59.63
36,6-12 October,2020-05-03,Asthma,2017-18,164.0,4.22
36,6-12 October,2020-05-03,Asthma,2018-19,173.0,4.45
36,6-12 October,2020-05-03,Asthma,2019-20,200.0,5.13
36,6-12 October,2020-05-03,Cardiovascular diseases,2017-18,841.0,19.22
36,6-12 October,2020-05-03,Cardiovascular diseases,2018-19,768.0,17.35
36,6-12 October,2020-05-03,Cardiovascular diseases,2019-20,770.0,17.28
36,6-12 October,2020-05-03,Acute myocardial infarction,2017-18,126.0,2.87
36,6-12 October,2020-05-03,Acute myocardial infarction,2018-19,126.0,2.86
36,6-12 October,2020-05-03,Acute myocardial infarction,2019-20,161.0,3.64
36,6-12 October,2020-05-03,Cerebrovascular diseases,2017-18(x),78.0,1.74
36,6-12 October,2020-05-03,Cerebrovascular diseases,2018-19,182.0,4.06
36,6-12 October,2020-05-03,Cerebrovascular diseases,2019-20,178.0,3.84
36,6-12 October,2020-05-03,Mental and behavioural disorders,2017-18,940.0,24.64
36,6-12 October,2020-05-03,Mental and behavioural disorders,2018-19,1041.0,26.99
36,6-12 October,2020-05-03,Mental and behavioural disorders,2019-20,1016.0,26.0
36,6-12 October,2020-05-03,Dehydration,2017-18,59.0,1.44
36,6-12 October,2020-05-03,Dehydration,2018-19,50.0,1.2
36,6-12 October,2020-05-03,Dehydration,2019-20,62.0,1.46
36,6-12 October,2020-05-03,Chest pain,2017-18,1134.0,28.22
36,6-12 October,2020-05-03,Chest pain,2018-19,1236.0,30.4
36,6-12 October,2020-05-03,Chest pain,2019-20,1289.0,30.88
36,6-12 October,2020-05-03,Abnormalities of breathing,2017-18,294.0,7.13
36,6-12 October,2020-05-03,Abnormalities of breathing,2018-19,356.0,8.48
36,6-12 October,2020-05-03,Abnormalities of breathing,2019-20,377.0,8.86
36,6-12 October,2020-05-03,COPD with acute exacerbation,2017-18,46.0,1.03
36,6-12 October,2020-05-03,COPD with acute exacerbation,2018-19,91.0,1.96
36,6-12 October,2020-05-03,COPD with acute exacerbation,2019-20,100.0,2.14
37,13-19 October,2020-05-10,Diseases of the respiratory system,2017-18,1915.0,47.76
37,13-19 October,2020-05-10,Diseases of the respiratory system,2018-19,2099.0,51.8
37,13-19 October,2020-05-10,Diseases of the respiratory system,2019-20,2047.0,49.92
37,13-19 October,2020-05-10,Asthma,2017-18,213.0,5.54
37,13-19 October,2020-05-10,Asthma,2018-19,191.0,4.92
37,13-19 October,2020-05-10,Asthma,2019-20,164.0,4.22
37,13-19 October,2020-05-10,Cardiovascular diseases,2017-18,798.0,18.34
37,13-19 October,2020-05-10,Cardiovascular diseases,2018-19,800.0,18.14
37,13-19 October,2020-05-10,Cardiovascular diseases,2019-20,811.0,17.95
37,13-19 October,2020-05-10,Acute myocardial infarction,2017-18,113.0,2.52
37,13-19 October,2020-05-10,Acute myocardial infarction,2018-19,149.0,3.37
37,13-19 October,2020-05-10,Acute myocardial infarction,2019-20,181.0,3.94
37,13-19 October,2020-05-10,Cerebrovascular diseases,2017-18(x),81.0,1.92
37,13-19 October,2020-05-10,Cerebrovascular diseases,2018-19,150.0,3.36
37,13-19 October,2020-05-10,Cerebrovascular diseases,2019-20,181.0,3.92
37,13-19 October,2020-05-10,Mental and behavioural disorders,2017-18,947.0,24.95
37,13-19 October,2020-05-10,Mental and behavioural disorders,2018-19,1137.0,29.58
37,13-19 October,2020-05-10,Mental and behavioural disorders,2019-20,1071.0,27.27
37,13-19 October,2020-05-10,Dehydration,2017-18,63.0,1.54
37,13-19 October,2020-05-10,Dehydration,2018-19,39.0,0.91
37,13-19 October,2020-05-10,Dehydration,2019-20,58.0,1.35
37,13-19 October,2020-05-10,Chest pain,2017-18,1119.0,27.72
37,13-19 October,2020-05-10,Chest pain,2018-19,1197.0,29.17
37,13-19 October,2020-05-10,Chest pain,2019-20,1319.0,31.5
37,13-19 October,2020-05-10,Abnormalities of breathing,2017-18,296.0,7.21
37,13-19 October,2020-05-10,Abnormalities of breathing,2018-19,342.0,8.11
37,13-19 October,2020-05-10,Abnormalities of breathing,2019-20,354.0,8.33
37,13-19 October,2020-05-10,COPD with acute exacerbation,2017-18,57.0,1.26
37,13-19 October,2020-05-10,COPD with acute exacerbation,2018-19,105.0,2.3
37,13-19 October,2020-05-10,COPD with acute exacerbation,2019-20,71.0,1.51
38,20-26 October,2020-05-17,Diseases of the respiratory system,2017-18,1959.0,49.16
38,20-26 October,2020-05-17,Diseases of the respiratory system,2018-19,1999.0,49.47
38,20-26 October,2020-05-17,Diseases of the respiratory system,2019-20,2106.0,51.37
38,20-26 October,2020-05-17,Asthma,2017-18,293.0,7.72
38,20-26 October,2020-05-17,Asthma,2018-19,219.0,5.68
38,20-26 October,2020-05-17,Asthma,2019-20,201.0,5.16
38,20-26 October,2020-05-17,Cardiovascular diseases,2017-18,778.0,17.96
38,20-26 October,2020-05-17,Cardiovascular diseases,2018-19,763.0,17.63
38,20-26 October,2020-05-17,Cardiovascular diseases,2019-20,756.0,16.91
38,20-26 October,2020-05-17,Acute myocardial infarction,2017-18,111.0,2.54
38,20-26 October,2020-05-17,Acute myocardial infarction,2018-19,149.0,3.48
38,20-26 October,2020-05-17,Acute myocardial infarction,2019-20,168.0,3.69
38,20-26 October,2020-05-17,Cerebrovascular diseases,2017-18(x),71.0,1.63
38,20-26 October,2020-05-17,Cerebrovascular diseases,2018-19,156.0,3.45
38,20-26 October,2020-05-17,Cerebrovascular diseases,2019-20,164.0,3.59
38,20-26 October,2020-05-17,Mental and behavioural disorders,2017-18,967.0,25.4
38,20-26 October,2020-05-17,Mental and behavioural disorders,2018-19,1128.0,29.38
38,20-26 October,2020-05-17,Mental and behavioural disorders,2019-20,1083.0,27.64
38,20-26 October,2020-05-17,Dehydration,2017-18,59.0,1.39
38,20-26 October,2020-05-17,Dehydration,2018-19,50.0,1.2
38,20-26 October,2020-05-17,Dehydration,2019-20,79.0,1.88
38,20-26 October,2020-05-17,Chest pain,2017-18,1044.0,26.03
38,20-26 October,2020-05-17,Chest pain,2018-19,1161.0,28.27
38,20-26 October,2020-05-17,Chest pain,2019-20,1180.0,28.34
38,20-26 October,2020-05-17,Abnormalities of breathing,2017-18,331.0,8.13
38,20-26 October,2020-05-17,Abnormalities of breathing,2018-19,351.0,8.31
38,20-26 October,2020-05-17,Abnormalities of breathing,2019-20,371.0,8.88
38,20-26 October,2020-05-17,COPD with acute exacerbation,2017-18,39.0,0.89
38,20-26 October,2020-05-17,COPD with acute exacerbation,2018-19,95.0,2.05
38,20-26 October,2020-05-17,COPD with acute exacerbation,2019-20,90.0,1.9
39,27 October-2 November,2020-05-24,Diseases of the respiratory system,2017-18,2085.0,52.47
39,27 October-2 November,2020-05-24,Diseases of the respiratory system,2018-19,2046.0,50.78
39,27 October-2 November,2020-05-24,Diseases of the respiratory system,2019-20,2174.0,53.09
39,27 October-2 November,2020-05-24,Asthma,2017-18,316.0,8.35
39,27 October-2 November,2020-05-24,Asthma,2018-19,239.0,6.18
39,27 October-2 November,2020-05-24,Asthma,2019-20,238.0,6.13
39,27 October-2 November,2020-05-24,Cardiovascular diseases,2017-18,788.0,18.32
39,27 October-2 November,2020-05-24,Cardiovascular diseases,2018-19,753.0,17.16
39,27 October-2 November,2020-05-24,Cardiovascular diseases,2019-20,736.0,16.27
39,27 October-2 November,2020-05-24,Acute myocardial infarction,2017-18,114.0,2.63
39,27 October-2 November,2020-05-24,Acute myocardial infarction,2018-19,141.0,3.15
39,27 October-2 November,2020-05-24,Acute myocardial infarction,2019-20,152.0,3.25
39,27 October-2 November,2020-05-24,Cerebrovascular diseases,2017-18(x),74.0,1.71
39,27 October-2 November,2020-05-24,Cerebrovascular diseases,2018-19,136.0,3.11
39,27 October-2 November,2020-05-24,Cerebrovascular diseases,2019-20,183.0,3.98
39,27 October-2 November,2020-05-24,Mental and behavioural disorders,2017-18,1004.0,26.38
39,27 October-2 November,2020-05-24,Mental and behavioural disorders,2018-19,1171.0,30.33
39,27 October-2 November,2020-05-24,Mental and behavioural disorders,2019-20,1101.0,28.02
39,27 October-2 November,2020-05-24,Dehydration,2017-18,63.0,1.5
39,27 October-2 November,2020-05-24,Dehydration,2018-19,58.0,1.37
39,27 October-2 November,2020-05-24,Dehydration,2019-20,42.0,0.98
39,27 October-2 November,2020-05-24,Chest pain,2017-18,1093.0,27.1
39,27 October-2 November,2020-05-24,Chest pain,2018-19,1142.0,27.66
39,27 October-2 November,2020-05-24,Chest pain,2019-20,1230.0,29.44
39,27 October-2 November,2020-05-24,Abnormalities of breathing,2017-18,405.0,9.88
39,27 October-2 November,2020-05-24,Abnormalities of breathing,2018-19,335.0,7.97
39,27 October-2 November,2020-05-24,Abnormalities of breathing,2019-20,403.0,9.65
39,27 October-2 November,2020-05-24,COPD with acute exacerbation,2017-18,50.0,1.14
39,27 October-2 November,2020-05-24,COPD with acute exacerbation,2018-19,82.0,1.8
39,27 October-2 November,2020-05-24,COPD with acute exacerbation,2019-20,92.0,1.98
40,3-9 November,2020-05-31,Diseases of the respiratory system,2017-18,2014.0,50.68
40,3-9 November,2020-05-31,Diseases of the respiratory system,2018-19,2101.0,52.25
40,3-9 November,2020-05-31,Diseases of the respiratory system,2019-20,2078.0,50.85
40,3-9 November,2020-05-31,Asthma,2017-18,315.0,8.36
40,3-9 November,2020-05-31,Asthma,2018-19,255.0,6.72
40,3-9 November,2020-05-31,Asthma,2019-20,248.0,6.45
40,3-9 November,2020-05-31,Cardiovascular diseases,2017-18,792.0,18.21
40,3-9 November,2020-05-31,Cardiovascular diseases,2018-19,698.0,15.78
40,3-9 November,2020-05-31,Cardiovascular diseases,2019-20,719.0,15.87
40,3-9 November,2020-05-31,Acute myocardial infarction,2017-18,113.0,2.62
40,3-9 November,2020-05-31,Acute myocardial infarction,2018-19,145.0,3.22
40,3-9 November,2020-05-31,Acute myocardial infarction,2019-20,140.0,3.02
40,3-9 November,2020-05-31,Cerebrovascular diseases,2017-18(x),76.0,1.73
40,3-9 November,2020-05-31,Cerebrovascular diseases,2018-19,152.0,3.48
40,3-9 November,2020-05-31,Cerebrovascular diseases,2019-20,157.0,3.45
40,3-9 November,2020-05-31,Mental and behavioural disorders,2017-18,945.0,24.81
40,3-9 November,2020-05-31,Mental and behavioural disorders,2018-19,1211.0,31.42
40,3-9 November,2020-05-31,Mental and behavioural disorders,2019-20,1120.0,28.66
40,3-9 November,2020-05-31,Dehydration,2017-18,49.0,1.16
40,3-9 November,2020-05-31,Dehydration,2018-19,75.0,1.76
40,3-9 November,2020-05-31,Dehydration,2019-20,56.0,1.28
40,3-9 November,2020-05-31,Chest pain,2017-18,1088.0,26.73
40,3-9 November,2020-05-31,Chest pain,2018-19,1212.0,29.67
40,3-9 November,2020-05-31,Chest pain,2019-20,1175.0,28.14
40,3-9 November,2020-05-31,Abnormalities of breathing,2017-18,314.0,7.7
40,3-9 November,2020-05-31,Abnormalities of breathing,2018-19,357.0,8.72
40,3-9 November,2020-05-31,Abnormalities of breathing,2019-20,361.0,8.53
40,3-9 November,2020-05-31,COPD with acute exacerbation,2017-18,42.0,0.93
40,3-9 November,2020-05-31,COPD with acute exacerbation,2018-19,82.0,1.76
40,3-9 November,2020-05-31,COPD with acute exacerbation,2019-20,95.0,1.96
41,10-16 November,2020-06-07,Diseases of the respiratory system,2017-18,2007.0,50.53
41,10-16 November,2020-06-07,Diseases of the respiratory system,2018-19,1912.0,47.21
41,10-16 November,2020-06-07,Diseases of the respiratory system,2019-20,2074.0,51.11
41,10-16 November,2020-06-07,Asthma,2017-18,249.0,6.57
41,10-16 November,2020-06-07,Asthma,2018-19,225.0,5.89
41,10-16 November,2020-06-07,Asthma,2019-20,263.0,6.82
41,10-16 November,2020-06-07,Cardiovascular diseases,2017-18,837.0,19.36
41,10-16 November,2020-06-07,Cardiovascular diseases,2018-19,742.0,16.8
41,10-16 November,2020-06-07,Cardiovascular diseases,2019-20,683.0,15.24
41,10-16 November,2020-06-07,Acute myocardial infarction,2017-18,114.0,2.63
41,10-16 November,2020-06-07,Acute myocardial infarction,2018-19,135.0,3.03
41,10-16 November,2020-06-07,Acute myocardial infarction,2019-20,140.0,3.15
41,10-16 November,2020-06-07,Cerebrovascular diseases,2017-18(x),70.0,1.6
41,10-16 November,2020-06-07,Cerebrovascular diseases,2018-19,152.0,3.45
41,10-16 November,2020-06-07,Cerebrovascular diseases,2019-20,165.0,3.56
41,10-16 November,2020-06-07,Mental and behavioural disorders,2017-18,968.0,25.56
41,10-16 November,2020-06-07,Mental and behavioural disorders,2018-19,1120.0,29.19
41,10-16 November,2020-06-07,Mental and behavioural disorders,2019-20,1029.0,26.32
41,10-16 November,2020-06-07,Dehydration,2017-18,71.0,1.69
41,10-16 November,2020-06-07,Dehydration,2018-19,57.0,1.36
41,10-16 November,2020-06-07,Dehydration,2019-20,56.0,1.3
41,10-16 November,2020-06-07,Chest pain,2017-18,1143.0,28.5
41,10-16 November,2020-06-07,Chest pain,2018-19,1215.0,29.74
41,10-16 November,2020-06-07,Chest pain,2019-20,1165.0,27.84
41,10-16 November,2020-06-07,Abnormalities of breathing,2017-18,347.0,8.47
41,10-16 November,2020-06-07,Abnormalities of breathing,2018-19,331.0,7.98
41,10-16 November,2020-06-07,Abnormalities of breathing,2019-20,340.0,8.0
41,10-16 November,2020-06-07,COPD with acute exacerbation,2017-18,56.0,1.25
41,10-16 November,2020-06-07,COPD with acute exacerbation,2018-19,70.0,1.51
41,10-16 November,2020-06-07,COPD with acute exacerbation,2019-20,89.0,1.88
42,17-23 November,2020-06-14,Diseases of the respiratory system,2017-18,1858.0,46.56
42,17-23 November,2020-06-14,Diseases of the respiratory system,2018-19,1909.0,47.32
42,17-23 November,2020-06-14,Diseases of the respiratory system,2019-20,2055.0,50.33
42,17-23 November,2020-06-14,Asthma,2017-18,235.0,6.15
42,17-23 November,2020-06-14,Asthma,2018-19,219.0,5.75
42,17-23 November,2020-06-14,Asthma,2019-20,271.0,6.96
42,17-23 November,2020-06-14,Cardiovascular diseases,2017-18,796.0,18.64
42,17-23 November,2020-06-14,Cardiovascular diseases,2018-19,730.0,16.73
42,17-23 November,2020-06-14,Cardiovascular diseases,2019-20,674.0,15.16
42,17-23 November,2020-06-14,Acute myocardial infarction,2017-18,121.0,2.86
42,17-23 November,2020-06-14,Acute myocardial infarction,2018-19,149.0,3.41
42,17-23 November,2020-06-14,Acute myocardial infarction,2019-20,136.0,3.06
42,17-23 November,2020-06-14,Cerebrovascular diseases,2017-18(x),63.0,1.48
42,17-23 November,2020-06-14,Cerebrovascular diseases,2018-19,158.0,3.54
42,17-23 November,2020-06-14,Cerebrovascular diseases,2019-20,148.0,3.25
42,17-23 November,2020-06-14,Mental and behavioural disorders,2017-18,1023.0,27.06
42,17-23 November,2020-06-14,Mental and behavioural disorders,2018-19,1066.0,27.71
42,17-23 November,2020-06-14,Mental and behavioural disorders,2019-20,1032.0,26.41
42,17-23 November,2020-06-14,Dehydration,2017-18,40.0,0.92
42,17-23 November,2020-06-14,Dehydration,2018-19,65.0,1.54
42,17-23 November,2020-06-14,Dehydration,2019-20,85.0,1.99
42,17-23 November,2020-06-14,Chest pain,2017-18,1175.0,29.13
42,17-23 November,2020-06-14,Chest pain,2018-19,1217.0,29.57
42,17-23 November,2020-06-14,Chest pain,2019-20,1226.0,29.52
42,17-23 November,2020-06-14,Abnormalities of breathing,2017-18,294.0,7.11
42,17-23 November,2020-06-14,Abnormalities of breathing,2018-19,370.0,8.83
42,17-23 November,2020-06-14,Abnormalities of breathing,2019-20,394.0,9.45
42,17-23 November,2020-06-14,COPD with acute exacerbation,2017-18,38.0,0.86
42,17-23 November,2020-06-14,COPD with acute exacerbation,2018-19,73.0,1.6
42,17-23 November,2020-06-14,COPD with acute exacerbation,2019-20,108.0,2.27
43,24-30 November,2020-06-21,Diseases of the respiratory system,2017-18,1815.0,45.48
43,24-30 November,2020-06-21,Diseases of the respiratory system,2018-19,1869.0,46.28
43,24-30 November,2020-06-21,Diseases of the respiratory system,2019-20,1984.0,48.62
43,24-30 November,2020-06-21,Asthma,2017-18,217.0,5.7
43,24-30 November,2020-06-21,Asthma,2018-19,206.0,5.31
43,24-30 November,2020-06-21,Asthma,2019-20,233.0,6.08
43,24-30 November,2020-06-21,Cardiovascular diseases,2017-18,845.0,19.65
43,24-30 November,2020-06-21,Cardiovascular diseases,2018-19,748.0,17.14
43,24-30 November,2020-06-21,Cardiovascular diseases,2019-20,682.0,15.26
43,24-30 November,2020-06-21,Acute myocardial infarction,2017-18,139.0,3.29
43,24-30 November,2020-06-21,Acute myocardial infarction,2018-19,150.0,3.36
43,24-30 November,2020-06-21,Acute myocardial infarction,2019-20,142.0,3.15
43,24-30 November,2020-06-21,Cerebrovascular diseases,2017-18(x),63.0,1.47
43,24-30 November,2020-06-21,Cerebrovascular diseases,2018-19,140.0,3.17
43,24-30 November,2020-06-21,Cerebrovascular diseases,2019-20,151.0,3.32
43,24-30 November,2020-06-21,Mental and behavioural disorders,2017-18,1070.0,28.15
43,24-30 November,2020-06-21,Mental and behavioural disorders,2018-19,1085.0,28.23
43,24-30 November,2020-06-21,Mental and behavioural disorders,2019-20,1128.0,28.91
43,24-30 November,2020-06-21,Dehydration,2017-18,83.0,2.0
43,24-30 November,2020-06-21,Dehydration,2018-19,35.0,0.86
43,24-30 November,2020-06-21,Dehydration,2019-20,59.0,1.38
43,24-30 November,2020-06-21,Chest pain,2017-18,1025.0,25.38
43,24-30 November,2020-06-21,Chest pain,2018-19,1172.0,28.74
43,24-30 November,2020-06-21,Chest pain,2019-20,1226.0,29.15
43,24-30 November,2020-06-21,Abnormalities of breathing,2017-18,311.0,7.53
43,24-30 November,2020-06-21,Abnormalities of breathing,2018-19,343.0,8.28
43,24-30 November,2020-06-21,Abnormalities of breathing,2019-20,376.0,8.86
43,24-30 November,2020-06-21,COPD with acute exacerbation,2017-18,45.0,1.0
43,24-30 November,2020-06-21,COPD with acute exacerbation,2018-19,78.0,1.68
43,24-30 November,2020-06-21,COPD with acute exacerbation,2019-20,94.0,1.97
44,1-7 December,2020-06-28,Diseases of the respiratory system,2017-18,1714.0,42.8
44,1-7 December,2020-06-28,Diseases of the respiratory system,2018-19,1902.0,47.04
44,1-7 December,2020-06-28,Diseases of the respiratory system,2019-20,2113.0,51.95
44,1-7 December,2020-06-28,Asthma,2017-18,216.0,5.64
44,1-7 December,2020-06-28,Asthma,2018-19,216.0,5.66
44,1-7 December,2020-06-28,Asthma,2019-20,265.0,6.85
44,1-7 December,2020-06-28,Cardiovascular diseases,2017-18,800.0,18.43
44,1-7 December,2020-06-28,Cardiovascular diseases,2018-19,779.0,17.81
44,1-7 December,2020-06-28,Cardiovascular diseases,2019-20,699.0,15.48
44,1-7 December,2020-06-28,Acute myocardial infarction,2017-18,109.0,2.5
44,1-7 December,2020-06-28,Acute myocardial infarction,2018-19,171.0,3.87
44,1-7 December,2020-06-28,Acute myocardial infarction,2019-20,146.0,3.22
44,1-7 December,2020-06-28,Cerebrovascular diseases,2017-18(x),84.0,1.98
44,1-7 December,2020-06-28,Cerebrovascular diseases,2018-19,186.0,4.17
44,1-7 December,2020-06-28,Cerebrovascular diseases,2019-20,163.0,3.56
44,1-7 December,2020-06-28,Mental and behavioural disorders,2017-18,1008.0,26.6
44,1-7 December,2020-06-28,Mental and behavioural disorders,2018-19,1160.0,30.22
44,1-7 December,2020-06-28,Mental and behavioural disorders,2019-20,1076.0,27.41
44,1-7 December,2020-06-28,Dehydration,2017-18,57.0,1.38
44,1-7 December,2020-06-28,Dehydration,2018-19,74.0,1.8
44,1-7 December,2020-06-28,Dehydration,2019-20,71.0,1.69
44,1-7 December,2020-06-28,Chest pain,2017-18,1036.0,25.65
44,1-7 December,2020-06-28,Chest pain,2018-19,1278.0,31.1
44,1-7 December,2020-06-28,Chest pain,2019-20,1234.0,29.59
44,1-7 December,2020-06-28,Abnormalities of breathing,2017-18,283.0,6.86
44,1-7 December,2020-06-28,Abnormalities of breathing,2018-19,343.0,8.22
44,1-7 December,2020-06-28,Abnormalities of breathing,2019-20,354.0,8.49
44,1-7 December,2020-06-28,COPD with acute exacerbation,2017-18,33.0,0.73
44,1-7 December,2020-06-28,COPD with acute exacerbation,2018-19,88.0,1.94
44,1-7 December,2020-06-28,COPD with acute exacerbation,2019-20,119.0,2.51
