week_index,week_label,week_start_2019_20,diagnosis,season,n,asr
45,8-14 December,2020-07-05,Diseases of the respiratory system,2017-18,1750.0,43.76
45,8-14 December,2020-07-05,Diseases of the respiratory system,2018-19,1850.0,45.71
45,8-14 December,2020-07-05,Diseases of the respiratory system,2019-20,2072.0,50.99
45,8-14 December,2020-07-05,Asthma,2017-18,193.0,5.09
45,8-14 December,2020-07-05,Asthma,2018-19,225.0,5.86
45,8-14 December,2020-07-05,Asthma,2019-20,267.0,6.86
45,8-14 December,2020-07-05,Cardiovascular diseases,2017-18,783.0,18.28
45,8-14 December,2020-07-05,Cardiovascular diseases,2018-19,732.0,16.61
45,8-14 December,2020-07-05,Cardiovascular diseases,2019-20,706.0,15.78
45,8-14 December,2020-07-05,Acute myocardial infarction,2017-18,129.0,3.06
45,8-14 December,2020-07-05,Acute myocardial infarction,2018-19,164.0,3.69
45,8-14 December,2020-07-05,Acute myocardial infarction,2019-20,164.0,3.64
45,8-14 December,2020-07-05,Cerebrovascular diseases,2017-18(x),91.0,2.07
45,8-14 December,2020-07-05,Cerebrovascular diseases,2018-19,144.0,3.17
45,8-14 December,2020-07-05,Cerebrovascular diseases,2019-20,161.0,3.55
45,8-14 December,2020-07-05,Mental and behavioural disorders,2017-18,1090.0,28.52
45,8-14 December,2020-07-05,Mental and behavioural disorders,2018-19,1106.0,28.59
45,8-14 December,2020-07-05,Mental and behavioural disorders,2019-20,1070.0,27.39
45,8-14 December,2020-07-05,Dehydration,2017-18,84.0,2.03
45,8-14 December,2020-07-05,Dehydration,2018-19,52.0,1.23
45,8-14 December,2020-07-05,Dehydration,2019-20,95.0,2.22
45,8-14 December,2020-07-05,Chest pain,2017-18,1007.0,24.87
45,8-14 December,2020-07-05,Chest pain,2018-19,1241.0,30.12
45,8-14 December,2020-07-05,Chest pain,2019-20,1316.0,31.56
45,8-14 December,2020-07-05,Abnormalities of breathing,2017-18,375.0,9.18
45,8-14 December,2020-07-05,Abnormalities of breathing,2018-19,323.0,7.73
45,8-14 December,2020-07-05,Abnormalities of breathing,2019-20,410.0,9.78
45,8-14 December,2020-07-05,COPD with acute exacerbation,2017-18,38.0,0.86
45,8-14 December,2020-07-05,COPD with acute exacerbation,2018-19,81.0,1.74
45,8-14 December,2020-07-05,COPD with acute exacerbation,2019-20,87.0,1.84
46,15-21 December,2020-07-12,Diseases of the respiratory system,2017-18,1789.0,44.96
46,15-21 December,2020-07-12,Diseases of the respiratory system,2018-19,1741.0,42.96
46,15-21 December,2020-07-12,Diseases of the respiratory system,2019-20,2106.0,51.92
46,15-21 December,2020-07-12,Asthma,2017-18,218.0,5.7
46,15-21 December,2020-07-12,Asthma,2018-19,174.0,4.49
46,15-21 December,2020-07-12,Asthma,2019-20,262.0,6.77
46,15-21 December,2020-07-12,Cardiovascular diseases,2017-18,768.0,17.78
46,15-21 December,2020-07-12,Cardiovascular diseases,2018-19,718.0,16.15
46,15-21 December,2020-07-12,Cardiovascular diseases,2019-20,705.0,15.66
46,15-21 December,2020-07-12,Acute myocardial infarction,2017-18,119.0,2.8
46,15-21 December,2020-07-12,Acute myocardial infarction,2018-19,144.0,3.19
46,15-21 December,2020-07-12,Acute myocardial infarction,2019-20,133.0,2.92
46,15-21 December,2020-07-12,Cerebrovascular diseases,2017-18(x),78.0,1.83
46,15-21 December,2020-07-12,Cerebrovascular diseases,2018-19,145.0,3.17
46,15-21 December,2020-07-12,Cerebrovascular diseases,2019-20,149.0,3.24
46,15-21 December,2020-07-12,Mental and behavioural disorders,2017-18,996.0,26.05
46,15-21 December,2020-07-12,Mental and behavioural disorders,2018-19,1203.0,31.22
46,15-21 December,2020-07-12,Mental and behavioural disorders,2019-20,1095.0,27.87
46,15-21 December,2020-07-12,Dehydration,2017-18,114.0,2.77
46,15-21 December,2020-07-12,Dehydration,2018-19,72.0,1.73
46,15-21 December,2020-07-12,Dehydration,2019-20,118.0,2.81
46,15-21 December,2020-07-12,Chest pain,2017-18,1085.0,27.08
46,15-21 December,2020-07-12,Chest pain,2018-19,1248.0,30.25
46,15-21 December,2020-07-12,Chest pain,2019-20,1181.0,28.41
46,15-21 December,2020-07-12,Abnormalities of breathing,2017-18,309.0,7.46
46,15-21 December,2020-07-12,Abnormalities of breathing,2018-19,328.0,7.78
46,15-21 December,2020-07-12,Abnormalities of breathing,2019-20,366.0,8.62
46,15-21 December,2020-07-12,COPD with acute exacerbation,2017-18,48.0,1.05
46,15-21 December,2020-07-12,COPD with acute exacerbation,2018-19,76.0,1.63
46,15-21 December,2020-07-12,COPD with acute exacerbation,2019-20,81.0,1.71
47,22-28 December,2020-07-19,Diseases of the respiratory system,2017-18,2210.0,55.33
47,22-28 December,2020-07-19,Diseases of the respiratory system,2018-19,2316.0,57.34
47,22-28 December,2020-07-19,Diseases of the respiratory system,2019-20,2519.0,61.89
47,22-28 December,2020-07-19,Asthma,2017-18,213.0,5.5
47,22-28 December,2020-07-19,Asthma,2018-19,223.0,5.77
47,22-28 December,2020-07-19,Asthma,2019-20,223.0,5.64
47,22-28 December,2020-07-19,Cardiovascular diseases,2017-18,765.0,17.61
47,22-28 December,2020-07-19,Cardiovascular diseases,2018-19,679.0,15.43
47,22-28 December,2020-07-19,Cardiovascular diseases,2019-20,659.0,14.65
47,22-28 December,2020-07-19,Acute myocardial infarction,2017-18,112.0,2.56
47,22-28 December,2020-07-19,Acute myocardial infarction,2018-19,147.0,3.21
47,22-28 December,2020-07-19,Acute myocardial infarction,2019-20,142.0,3.13
47,22-28 December,2020-07-19,Cerebrovascular diseases,2017-18(x),68.0,1.57
47,22-28 December,2020-07-19,Cerebrovascular diseases,2018-19,150.0,3.3
47,22-28 December,2020-07-19,Cerebrovascular diseases,2019-20,161.0,3.46
47,22-28 December,2020-07-19,Mental and behavioural disorders,2017-18,1043.0,27.42
47,22-28 December,2020-07-19,Mental and behavioural disorders,2018-19,1075.0,27.77
47,22-28 December,2020-07-19,Mental and behavioural disorders,2019-20,1128.0,28.71
47,22-28 December,2020-07-19,Dehydration,2017-18,80.0,1.93
47,22-28 December,2020-07-19,Dehydration,2018-19,84.0,1.99
47,22-28 December,2020-07-19,Dehydration,2019-20,85.0,1.96
47,22-28 December,2020-07-19,Chest pain,2017-18,1034.0,25.45
47,22-28 December,2020-07-19,Chest pain,2018-19,1092.0,26.14
47,22-28 December,2020-07-19,Chest pain,2019-20,1128.0,26.98
47,22-28 December,2020-07-19,Abnormalities of breathing,2017-18,356.0,8.64
47,22-28 December,2020-07-19,Abnormalities of breathing,2018-19,394.0,9.43
47,22-28 December,2020-07-19,Abnormalities of breathing,2019-20,370.0,8.64
47,22-28 December,2020-07-19,COPD with acute exacerbation,2017-18,48.0,1.09
47,22-28 December,2020-07-19,COPD with acute exacerbation,2018-19,83.0,1.8
47,22-28 December,2020-07-19,COPD with acute exacerbation,2019-20,107.0,2.27
48,29 December-4 January,2020-07-26,Diseases of the respiratory system,2017-18,1954.0,48.65
48,29 December-4 January,2020-07-26,Diseases of the respiratory system,2018-19,2104.0,51.7
48,29 December-4 January,2020-07-26,Diseases of the respiratory system,2019-20,2300.0,55.85
48,29 December-4 January,2020-07-26,Asthma,2017-18,177.0,4.69
48,29 December-4 January,2020-07-26,Asthma,2018-19,136.0,3.52
48,29 December-4 January,2020-07-26,Asthma,2019-20,214.0,5.44
48,29 December-4 January,2020-07-26,Cardiovascular diseases,2017-18,841.0,19.42
48,29 December-4 January,2020-07-26,Cardiovascular diseases,2018-19,749.0,16.98
48,29 December-4 January,2020-07-26,Cardiovascular diseases,2019-20,743.0,16.71
48,29 December-4 January,2020-07-26,Acute myocardial infarction,2017-18,139.0,3.19
48,29 December-4 January,2020-07-26,Acute myocardial infarction,2018-19,153.0,3.48
48,29 December-4 January,2020-07-26,Acute myocardial infarction,2019-20,171.0,3.83
48,29 December-4 January,2020-07-26,Cerebrovascular diseases,2017-18(x),77.0,1.75
48,29 December-4 January,2020-07-26,Cerebrovascular diseases,2018-19,140.0,3.2
48,29 December-4 January,2020-07-26,Cerebrovascular diseases,2019-20,160.0,3.38
48,29 December-4 January,2020-07-26,Mental and behavioural disorders,2017-18,1146.0,30.07
48,29 December-4 January,2020-07-26,Mental and behavioural disorders,2018-19,1280.0,33.06
48,29 December-4 January,2020-07-26,Mental and behavioural disorders,2019-20,1209.0,30.77
48,29 December-4 January,2020-07-26,Dehydration,2017-18,79.0,1.87
48,29 December-4 January,2020-07-26,Dehydration,2018-19,132.0,3.09
48,29 December-4 January,2020-07-26,Dehydration,2019-20,109.0,2.62
48,29 December-4 January,2020-07-26,Chest pain,2017-18,1151.0,28.46
48,29 December-4 January,2020-07-26,Chest pain,2018-19,1265.0,30.71
48,29 December-4 January,2020-07-26,Chest pain,2019-20,1214.0,28.97
48,29 December-4 January,2020-07-26,Abnormalities of breathing,2017-18,320.0,7.68
48,29 December-4 January,2020-07-26,Abnormalities of breathing,2018-19,348.0,8.14
48,29 December-4 January,2020-07-26,Abnormalities of breathing,2019-20,354.0,8.19
48,29 December-4 January,2020-07-26,COPD with acute exacerbation,2017-18,44.0,0.96
48,29 December-4 January,2020-07-26,COPD with acute exacerbation,2018-19,86.0,1.86
48,29 December-4 January,2020-07-26,COPD with acute exacerbation,2019-20,118.0,2.48
49,5-11 January,2020-08-02,Diseases of the respiratory system,2017-18,1632.0,40.67
49,5-11 January,2020-08-02,Diseases of the respiratory system,2018-19,1680.0,41.42
49,5-11 January,2020-08-02,Diseases of the respiratory system,2019-20,1781.0,42.92
49,5-11 January,2020-08-02,Asthma,2017-18,155.0,4.03
49,5-11 January,2020-08-02,Asthma,2018-19,154.0,3.96
49,5-11 January,2020-08-02,Asthma,2019-20,171.0,4.35
49,5-11 January,2020-08-02,Cardiovascular diseases,2017-18,818.0,18.97
49,5-11 January,2020-08-02,Cardiovascular diseases,2018-19,721.0,16.38
49,5-11 January,2020-08-02,Cardiovascular diseases,2019-20,712.0,15.8
49,5-11 January,2020-08-02,Acute myocardial infarction,2017-18,124.0,2.83
49,5-11 January,2020-08-02,Acute myocardial infarction,2018-19,128.0,2.94
49,5-11 January,2020-08-02,Acute myocardial infarction,2019-20,140.0,3.1
49,5-11 January,2020-08-02,Cerebrovascular diseases,2017-18(x),74.0,1.7
49,5-11 January,2020-08-02,Cerebrovascular diseases,2018-19,178.0,4.04
49,5-11 January,2020-08-02,Cerebrovascular diseases,2019-20,176.0,3.87
49,5-11 January,2020-08-02,Mental and behavioural disorders,2017-18,1049.0,27.5
49,5-11 January,2020-08-02,Mental and behavioural disorders,2018-19,1087.0,28.15
49,5-11 January,2020-08-02,Mental and behavioural disorders,2019-20,1076.0,27.36
49,5-11 January,2020-08-02,Dehydration,2017-18,110.0,2.62
49,5-11 January,2020-08-02,Dehydration,2018-19,63.0,1.46
49,5-11 January,2020-08-02,Dehydration,2019-20,79.0,1.85
49,5-11 January,2020-08-02,Chest pain,2017-18,1089.0,26.97
49,5-11 January,2020-08-02,Chest pain,2018-19,1218.0,29.47
49,5-11 January,2020-08-02,Chest pain,2019-20,1272.0,30.6
49,5-11 January,2020-08-02,Abnormalities of breathing,2017-18,273.0,6.59
49,5-11 January,2020-08-02,Abnormalities of breathing,2018-19,315.0,7.37
49,5-11 January,2020-08-02,Abnormalities of breathing,2019-20,369.0,8.7
49,5-11 January,2020-08-02,COPD with acute exacerbation,2017-18,36.0,0.83
49,5-11 January,2020-08-02,COPD with acute exacerbation,2018-19,69.0,1.49
49,5-11 January,2020-08-02,COPD with acute exacerbation,2019-20,103.0,2.17
50,12-18 January,2020-08-09,Diseases of the respiratory system,2017-18,1481.0,36.71
50,12-18 January,2020-08-09,Diseases of the respiratory system,2018-19,1552.0,38.22
50,12-18 January,2020-08-09,Diseases of the respiratory system,2019-20,1542.0,37.43
50,12-18 January,2020-08-09,Asthma,2017-18,124.0,3.18
50,12-18 January,2020-08-09,Asthma,2018-19,165.0,4.28
50,12-18 January,2020-08-09,Asthma,2019-20,161.0,4.12
50,12-18 January,2020-08-09,Cardiovascular diseases,2017-18,815.0,18.94
50,12-18 January,2020-08-09,Cardiovascular diseases,2018-19,696.0,15.88
50,12-18 January,2020-08-09,Cardiovascular diseases,2019-20,773.0,17.36
50,12-18 January,2020-08-09,Acute myocardial infarction,2017-18,133.0,3.08
50,12-18 January,2020-08-09,Acute myocardial infarction,2018-19,124.0,2.73
50,12-18 January,2020-08-09,Acute myocardial infarction,2019-20,121.0,2.65
50,12-18 January,2020-08-09,Cerebrovascular diseases,2017-18(x),81.0,1.92
50,12-18 January,2020-08-09,Cerebrovascular diseases,2018-19,152.0,3.34
50,12-18 January,2020-08-09,Cerebrovascular diseases,2019-20,143.0,3.14
50,12-18 January,2020-08-09,Mental and behavioural disorders,2017-18,993.0,26.06
50,12-18 January,2020-08-09,Mental and behavioural disorders,2018-19,1127.0,29.15
50,12-18 January,2020-08-09,Mental and behavioural disorders,2019-20,1005.0,25.64
50,12-18 January,2020-08-09,Dehydration,2017-18,69.0,1.67
50,12-18 January,2020-08-09,Dehydration,2018-19,142.0,3.38
50,12-18 January,2020-08-09,Dehydration,2019-20,67.0,1.62
50,12-18 January,2020-08-09,Chest pain,2017-18,1142.0,28.09
50,12-18 January,2020-08-09,Chest pain,2018-19,1220.0,29.76
50,12-18 January,2020-08-09,Chest pain,2019-20,1207.0,28.83
50,12-18 January,2020-08-09,Abnormalities of breathing,2017-18,252.0,6.14
50,12-18 January,2020-08-09,Abnormalities of breathing,2018-19,343.0,8.1
50,12-18 January,2020-08-09,Abnormalities of breathing,2019-20,343.0,8.04
50,12-18 January,2020-08-09,COPD with acute exacerbation,2017-18,47.0,1.08
50,12-18 January,2020-08-09,COPD with acute exacerbation,2018-19,54.0,1.13
50,12-18 January,2020-08-09,COPD with acute exacerbation,2019-20,95.0,2.04
51,19-25 January,2020-08-16,Diseases of the respiratory system,2017-18,1551.0,38.57
51,19-25 January,2020-08-16,Diseases of the respiratory system,2018-19,1650.0,40.74
51,19-25 January,2020-08-16,Diseases of the respiratory system,2019-20,1701.0,41.36
51,19-25 January,2020-08-16,Asthma,2017-18,147.0,3.81
51,19-25 January,2020-08-16,Asthma,2018-19,167.0,4.28
51,19-25 January,2020-08-16,Asthma,2019-20,155.0,4.0
51,19-25 January,2020-08-16,Cardiovascular diseases,2017-18,759.0,17.61
51,19-25 January,2020-08-16,Cardiovascular diseases,2018-19,679.0,15.39
51,19-25 January,2020-08-16,Cardiovascular diseases,2019-20,768.0,17.02
51,19-25 January,2020-08-16,Acute myocardial infarction,2017-18,122.0,2.8
51,19-25 January,2020-08-16,Acute myocardial infarction,2018-19,145.0,3.22
51,19-25 January,2020-08-16,Acute myocardial infarction,2019-20,184.0,4.09
51,19-25 January,2020-08-16,Cerebrovascular diseases,2017-18(x),74.0,1.75
51,19-25 January,2020-08-16,Cerebrovascular diseases,2018-19,153.0,3.41
51,19-25 January,2020-08-16,Cerebrovascular diseases,2019-20,167.0,3.66
51,19-25 January,2020-08-16,Mental and behavioural disorders,2017-18,1050.0,27.54
51,19-25 January,2020-08-16,Mental and behavioural disorders,2018-19,1092.0,28.27
51,19-25 January,2020-08-16,Mental and behavioural disorders,2019-20,1076.0,27.57
51,19-25 January,2020-08-16,Dehydration,2017-18,111.0,2.64
51,19-25 January,2020-08-16,Dehydration,2018-19,116.0,2.77
51,19-25 January,2020-08-16,Dehydration,2019-20,85.0,1.96
51,19-25 January,2020-08-16,Chest pain,2017-18,1056.0,26.16
51,19-25 January,2020-08-16,Chest pain,2018-19,1195.0,29.28
51,19-25 January,2020-08-16,Chest pain,2019-20,1353.0,32.16
51,19-25 January,2020-08-16,Abnormalities of breathing,2017-18,295.0,7.16
51,19-25 January,2020-08-16,Abnormalities of breathing,2018-19,316.0,7.68
51,19-25 January,2020-08-16,Abnormalities of breathing,2019-20,360.0,8.47
51,19-25 January,2020-08-16,COPD with acute exacerbation,2017-18,41.0,0.92
51,19-25 January,2020-08-16,COPD with acute exacerbation,2018-19,75.0,1.63
51,19-25 January,2020-08-16,COPD with acute exacerbation,2019-20,104.0,2.26
52,26 January-1 February,2020-08-23,Diseases of the respiratory system,2017-18,1612.0,40.34
52,26 January-1 February,2020-08-23,Diseases of the respiratory system,2018-19,1802.0,44.92
52,26 January-1 February,2020-08-23,Diseases of the respiratory system,2019-20,2188.0,54.04
52,26 January-1 February,2020-08-23,Asthma,2017-18,155.0,4.09
52,26 January-1 February,2020-08-23,Asthma,2018-19,195.0,5.14
52,26 January-1 February,2020-08-23,Asthma,2019-20,172.0,4.43
52,26 January-1 February,2020-08-23,Cardiovascular diseases,2017-18,742.0,17.38
52,26 January-1 February,2020-08-23,Cardiovascular diseases,2018-19,668.0,15.03
52,26 January-1 February,2020-08-23,Cardiovascular diseases,2019-20,691.0,15.43
52,26 January-1 February,2020-08-23,Acute myocardial infarction,2017-18,124.0,2.9
52,26 January-1 February,2020-08-23,Acute myocardial infarction,2018-19,142.0,3.21
52,26 January-1 February,2020-08-23,Acute myocardial infarction,2019-20,139.0,3.21
52,26 January-1 February,2020-08-23,Cerebrovascular diseases,2017-18(x),73.0,1.68
52,26 January-1 February,2020-08-23,Cerebrovascular diseases,2018-19,122.0,2.74
52,26 January-1 February,2020-08-23,Cerebrovascular diseases,2019-20,156.0,3.4
52,26 January-1 February,2020-08-23,Mental and behavioural disorders,2017-18,1104.0,28.88
52,26 January-1 February,2020-08-23,Mental and behavioural disorders,2018-19,1205.0,31.03
52,26 January-1 February,2020-08-23,Mental and behavioural disorders,2019-20,1097.0,27.99
52,26 January-1 February,2020-08-23,Dehydration,2017-18,89.0,2.15
52,26 January-1 February,2020-08-23,Dehydration,2018-19,126.0,3.04
52,26 January-1 February,2020-08-23,Dehydration,2019-20,107.0,2.47
52,26 January-1 February,2020-08-23,Chest pain,2017-18,1157.0,28.75
52,26 January-1 February,2020-08-23,Chest pain,2018-19,1140.0,27.91
52,26 January-1 February,2020-08-23,Chest pain,2019-20,1288.0,30.87
52,26 January-1 February,2020-08-23,Abnormalities of breathing,2017-18,341.0,8.33
52,26 January-1 February,2020-08-23,Abnormalities of breathing,2018-19,372.0,8.96
52,26 January-1 February,2020-08-23,Abnormalities of breathing,2019-20,405.0,9.65
52,26 January-1 February,2020-08-23,COPD with acute exacerbation,2017-18,37.0,0.8
52,26 January-1 February,2020-08-23,COPD with acute exacerbation,2018-19,57.0,1.24
52,26 January-1 February,2020-08-23,COPD with acute exacerbation,2019-20,81.0,1.68
53,2-8 February,2020-08-30,Diseases of the respiratory system,2017-18,1638.0,41.33
53,2-8 February,2020-08-30,Diseases of the respiratory system,2018-19,1844.0,46.14
53,2-8 February,2020-08-30,Diseases of the respiratory system,2019-20,2014.0,50.03
53,2-8 February,2020-08-30,Asthma,2017-18,245.0,6.44
53,2-8 February,2020-08-30,Asthma,2018-19,222.0,5.8
53,2-8 February,2020-08-30,Asthma,2019-20,211.0,5.45
53,2-8 February,2020-08-30,Cardiovascular diseases,2017-18,747.0,17.36
53,2-8 February,2020-08-30,Cardiovascular diseases,2018-19,658.0,14.92
53,2-8 February,2020-08-30,Cardiovascular diseases,2019-20,714.0,15.86
53,2-8 February,2020-08-30,Acute myocardial infarction,2017-18,116.0,2.66
53,2-8 February,2020-08-30,Acute myocardial infarction,2018-19,111.0,2.47
53,2-8 February,2020-08-30,Acute myocardial infarction,2019-20,144.0,3.18
53,2-8 February,2020-08-30,Cerebrovascular diseases,2017-18(x),50.0,1.16
53,2-8 February,2020-08-30,Cerebrovascular diseases,2018-19,170.0,3.87
53,2-8 February,2020-08-30,Cerebrovascular diseases,2019-20,153.0,3.33
53,2-8 February,2020-08-30,Mental and behavioural disorders,2017-18,988.0,25.76
53,2-8 February,2020-08-30,Mental and behavioural disorders,2018-19,1075.0,27.81
53,2-8 February,2020-08-30,Mental and behavioural disorders,2019-20,937.0,23.95
53,2-8 February,2020-08-30,Dehydration,2017-18,57.0,1.37
53,2-8 February,2020-08-30,Dehydration,2018-19,84.0,2.02
53,2-8 February,2020-08-30,Dehydration,2019-20,71.0,1.68
53,2-8 February,2020-08-30,Chest pain,2017-18,1075.0,26.67
53,2-8 February,2020-08-30,Chest pain,2018-19,1248.0,30.43
53,2-8 February,2020-08-30,Chest pain,2019-20,1214.0,28.86
53,2-8 February,2020-08-30,Abnormalities of breathing,2017-18,366.0,9.04
53,2-8 February,2020-08-30,Abnormalities of breathing,2018-19,444.0,10.75
53,2-8 February,2020-08-30,Abnormalities of breathing,2019-20,324.0,7.69
53,2-8 February,2020-08-30,COPD with acute exacerbation,2017-18,33.0,0.76
53,2-8 February,2020-08-30,COPD with acute exacerbation,2018-19,63.0,1.36
53,2-8 February,2020-08-30,COPD with acute exacerbation,2019-20,91.0,1.93
54,9-15 February,2020-09-06,Diseases of the respiratory system,2017-18,2012.0,50.74
54,9-15 February,2020-09-06,Diseases of the respiratory system,2018-19,2111.0,53.03
54,9-15 February,2020-09-06,Diseases of the respiratory system,2019-20,2027.0,49.84
54,9-15 February,2020-09-06,Asthma,2017-18,370.0,9.69
54,9-15 February,2020-09-06,Asthma,2018-19,338.0,8.85
54,9-15 February,2020-09-06,Asthma,2019-20,210.0,5.4
54,9-15 February,2020-09-06,Cardiovascular diseases,2017-18,762.0,17.85
54,9-15 February,2020-09-06,Cardiovascular diseases,2018-19,706.0,15.95
54,9-15 February,2020-09-06,Cardiovascular diseases,2019-20,731.0,16.35
54,9-15 February,2020-09-06,Acute myocardial infarction,2017-18,117.0,2.67
54,9-15 February,2020-09-06,Acute myocardial infarction,2018-19,118.0,2.67
54,9-15 February,2020-09-06,Acute myocardial infarction,2019-20,145.0,3.28
54,9-15 February,2020-09-06,Cerebrovascular diseases,2017-18(x),82.0,1.86
54,9-15 February,2020-09-06,Cerebrovascular diseases,2018-19,159.0,3.58
54,9-15 February,2020-09-06,Cerebrovascular diseases,2019-20,140.0,3.11
54,9-15 February,2020-09-06,Mental and behavioural disorders,2017-18,1038.0,27.34
54,9-15 February,2020-09-06,Mental and behavioural disorders,2018-19,1086.0,28.13
54,9-15 February,2020-09-06,Mental and behavioural disorders,2019-20,1055.0,26.91
54,9-15 February,2020-09-06,Dehydration,2017-18,68.0,1.66
54,9-15 February,2020-09-06,Dehydration,2018-19,74.0,1.76
54,9-15 February,2020-09-06,Dehydration,2019-20,52.0,1.25
54,9-15 February,2020-09-06,Chest pain,2017-18,1114.0,27.83
54,9-15 February,2020-09-06,Chest pain,2018-19,1182.0,28.85
54,9-15 February,2020-09-06,Chest pain,2019-20,1306.0,31.24
54,9-15 February,2020-09-06,Abnormalities of breathing,2017-18,408.0,10.1
54,9-15 February,2020-09-06,Abnormalities of breathing,2018-19,468.0,11.57
54,9-15 February,2020-09-06,Abnormalities of breathing,2019-20,472.0,11.4
54,9-15 February,2020-09-06,COPD with acute exacerbation,2017-18,44.0,1.01
54,9-15 February,2020-09-06,COPD with acute exacerbation,2018-19,75.0,1.65
54,9-15 February,2020-09-06,COPD with acute exacerbation,2019-20,92.0,1.92
55,16-22 February,2020-09-13,Diseases of the respiratory system,2017-18,1875.0,47.32
55,16-22 February,2020-09-13,Diseases of the respiratory system,2018-19,2242.0,56.39
55,16-22 February,2020-09-13,Diseases of the respiratory system,2019-20,2374.0,59.04
55,16-22 February,2020-09-13,Asthma,2017-18,319.0,8.36
55,16-22 February,2020-09-13,Asthma,2018-19,370.0,9.74
55,16-22 February,2020-09-13,Asthma,2019-20,314.0,8.11
55,16-22 February,2020-09-13,Cardiovascular diseases,2017-18,730.0,16.72
55,16-22 February,2020-09-13,Cardiovascular diseases,2018-19,699.0,15.98
55,16-22 February,2020-09-13,Cardiovascular diseases,2019-20,712.0,15.74
55,16-22 February,2020-09-13,Acute myocardial infarction,2017-18,113.0,2.57
55,16-22 February,2020-09-13,Acute myocardial infarction,2018-19,152.0,3.46
55,16-22 February,2020-09-13,Acute myocardial infarction,2019-20,146.0,3.27
55,16-22 February,2020-09-13,Cerebrovascular diseases,2017-18(x),67.0,1.52
55,16-22 February,2020-09-13,Cerebrovascular diseases,2018-19,146.0,3.28
55,16-22 February,2020-09-13,Cerebrovascular diseases,2019-20,161.0,3.54
55,16-22 February,2020-09-13,Mental and behavioural disorders,2017-18,1069.0,27.95
55,16-22 February,2020-09-13,Mental and behavioural disorders,2018-19,1143.0,29.71
55,16-22 February,2020-09-13,Mental and behavioural disorders,2019-20,1041.0,26.49
55,16-22 February,2020-09-13,Dehydration,2017-18,42.0,1.03
55,16-22 February,2020-09-13,Dehydration,2018-19,50.0,1.2
55,16-22 February,2020-09-13,Dehydration,2019-20,55.0,1.32
55,16-22 February,2020-09-13,Chest pain,2017-18,1067.0,26.27
55,16-22 February,2020-09-13,Chest pain,2018-19,1283.0,30.85
55,16-22 February,2020-09-13,Chest pain,2019-20,1229.0,29.61
55,16-22 February,2020-09-13,Abnormalities of breathing,2017-18,391.0,9.64
55,16-22 February,2020-09-13,Abnormalities of breathing,2018-19,464.0,11.55
55,16-22 February,2020-09-13,Abnormalities of breathing,2019-20,448.0,10.79
55,16-22 February,2020-09-13,COPD with acute exacerbation,2017-18,36.0,0.83
55,16-22 February,2020-09-13,COPD with acute exacerbation,2018-19,74.0,1.64
55,16-22 February,2020-09-13,COPD with acute exacerbation,2019-20,82.0,1.75
56,23 Feb-1 Mar/29 Feb,2020-09-20,Diseases of the respiratory system,2017-18,1864.0,46.98
56,23 Feb-1 Mar/29 Feb,2020-09-20,Diseases of the respiratory system,2018-19,2249.0,56.35
56,23 Feb-1 Mar/29 Feb,2020-09-20,Diseases of the respiratory system,2019-20,2376.0,59.07
56,23 Feb-1 Mar/29 Feb,2020-09-20,Asthma,2017-18,292.0,7.68
56,23 Feb-1 Mar/29 Feb,2020-09-20,Asthma,2018-19,352.0,9.22
56,23 Feb-1 Mar/29 Feb,2020-09-20,Asthma,2019-20,252.0,6.59
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cardiovascular diseases,2017-18,805.0,18.5
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cardiovascular diseases,2018-19,675.0,15.5
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cardiovascular diseases,2019-20,672.0,14.95
56,23 Feb-1 Mar/29 Feb,2020-09-20,Acute myocardial infarction,2017-18,122.0,2.81
56,23 Feb-1 Mar/29 Feb,2020-09-20,Acute myocardial infarction,2018-19,152.0,3.5
56,23 Feb-1 Mar/29 Feb,2020-09-20,Acute myocardial infarction,2019-20,134.0,2.97
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cerebrovascular diseases,2017-18(x),79.0,1.82
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cerebrovascular diseases,2018-19,161.0,3.61
56,23 Feb-1 Mar/29 Feb,2020-09-20,Cerebrovascular diseases,2019-20,152.0,3.34
56,23 Feb-1 Mar/29 Feb,2020-09-20,Mental and behavioural disorders,2017-18,1029.0,27.08
56,23 Feb-1 Mar/29 Feb,2020-09-20,Mental and behavioural disorders,2018-19,1133.0,29.54
56,23 Feb-1 Mar/29 Feb,2020-09-20,Mental and behavioural disorders,2019-20,1042.0,26.54
56,23 Feb-1 Mar/29 Feb,2020-09-20,Dehydration,2017-18,68.0,1.59
56,23 Feb-1 Mar/29 Feb,2020-09-20,Dehydration,2018-19,59.0,1.42
56,23 Feb-1 Mar/29 Feb,2020-09-20,Dehydration,2019-20,53.0,1.2
56,23 Feb-1 Mar/29 Feb,2020-09-20,Chest pain,2017-18,1118.0,27.71
56,23 Feb-1 Mar/29 Feb,2020-09-20,Chest pain,2018-19,1220.0,29.66
56,23 Feb-1 Mar/29 Feb,2020-09-20,Chest pain,2019-20,1202.0,28.94
56,23 Feb-1 Mar/29 Feb,2020-09-20,Abnormalities of breathing,2017-18,341.0,8.45
